date,city,petrol_price,diesel_price
2025-04-25,Delhi,101.64,90.83
2025-04-26,Delhi,101.65,90.84
2025-04-27,Delhi,101.67,90.86
2025-04-28,Delhi,101.68,90.87
2025-04-29,Delhi,101.7,90.88
2025-04-30,Delhi,101.7,90.88
2025-05-01,Delhi,101.71,90.89
2025-05-02,Delhi,101.71,90.89
2025-05-03,Delhi,101.73,90.91
2025-05-04,Delhi,101.77,90.94
2025-05-05,Delhi,101.78,90.96
2025-05-06,Delhi,101.79,90.97
2025-05-07,Delhi,101.81,90.98
2025-05-08,Delhi,101.83,91.0
2025-05-09,Delhi,101.85,91.02
2025-05-10,Delhi,101.85,91.02
2025-05-11,Delhi,101.87,91.04
2025-05-12,Delhi,101.88,91.05
2025-05-13,Delhi,101.9,91.07
2025-05-14,Delhi,101.9,91.07
2025-05-15,Delhi,101.9,91.07
2025-05-16,Delhi,101.92,91.08
2025-05-17,Delhi,101.92,91.08
2025-05-18,Delhi,101.93,91.1
2025-05-19,Delhi,101.95,91.11
2025-05-20,Delhi,101.96,91.12
2025-05-21,Delhi,101.98,91.14
2025-05-22,Delhi,101.99,91.15
2025-05-23,Delhi,102.01,91.17
2025-05-24,Delhi,102.02,91.18
2025-05-25,Delhi,102.03,91.19
2025-05-26,Delhi,102.07,91.22
2025-05-27,Delhi,102.09,91.24
2025-05-28,Delhi,102.11,91.26
2025-05-29,Delhi,102.12,91.27
2025-05-30,Delhi,102.13,91.28
2025-05-31,Delhi,102.15,91.29
2025-06-01,Delhi,102.16,91.3
2025-06-02,Delhi,102.18,91.32
2025-06-03,Delhi,102.18,91.32
2025-06-04,Delhi,102.18,91.32
2025-06-05,Delhi,102.19,91.33
2025-06-06,Delhi,102.2,91.35
2025-06-07,Delhi,102.24,91.37
2025-06-08,Delhi,102.26,91.39
2025-06-09,Delhi,102.26,91.4
2025-06-10,Delhi,102.27,91.41
2025-06-11,Delhi,102.28,91.41
2025-06-12,Delhi,102.29,91.42
2025-06-13,Delhi,102.3,91.43
2025-06-14,Delhi,102.3,91.43
2025-06-15,Delhi,102.31,91.45
2025-06-16,Delhi,102.33,91.46
2025-06-17,Delhi,102.34,91.47
2025-06-18,Delhi,102.36,91.48
2025-06-19,Delhi,102.38,91.51
2025-06-20,Delhi,102.4,91.52
2025-06-21,Delhi,102.41,91.53
2025-06-22,Delhi,102.43,91.55
2025-06-23,Delhi,102.43,91.55
2025-06-24,Delhi,102.45,91.57
2025-06-25,Delhi,102.45,91.57
2025-06-26,Delhi,102.46,91.58
2025-06-27,Delhi,102.47,91.59
2025-06-28,Delhi,102.5,91.62
2025-06-29,Delhi,102.51,91.62
2025-06-30,Delhi,102.53,91.64
2025-07-01,Delhi,102.54,91.66
2025-07-02,Delhi,102.55,91.66
2025-07-03,Delhi,102.57,91.68
2025-07-04,Delhi,102.57,91.68
2025-07-05,Delhi,102.57,91.68
2025-07-06,Delhi,102.58,91.69
2025-07-07,Delhi,102.59,91.7
2025-07-08,Delhi,102.61,91.71
2025-07-09,Delhi,102.61,91.72
2025-07-10,Delhi,102.64,91.74
2025-07-11,Delhi,102.65,91.76
2025-07-12,Delhi,102.66,91.76
2025-07-13,Delhi,102.67,91.77
2025-07-14,Delhi,102.68,91.78
2025-07-15,Delhi,102.68,91.78
2025-07-16,Delhi,102.68,91.78
2025-07-17,Delhi,102.68,91.78
2025-07-18,Delhi,102.7,91.8
2025-07-19,Delhi,102.71,91.81
2025-07-20,Delhi,102.73,91.83
2025-07-21,Delhi,102.74,91.84
2025-07-22,Delhi,102.73,91.83
2025-07-23,Delhi,102.75,91.84
2025-07-24,Delhi,102.74,91.84
2025-07-25,Delhi,102.76,91.86
2025-07-26,Delhi,102.78,91.87
2025-07-27,Delhi,102.79,91.88
2025-07-28,Delhi,102.81,91.9
2025-07-29,Delhi,102.82,91.91
2025-07-30,Delhi,102.84,91.93
2025-07-31,Delhi,102.85,91.94
2025-08-01,Delhi,102.86,91.95
2025-08-02,Delhi,102.86,91.95
2025-08-03,Delhi,102.88,91.97
2025-08-04,Delhi,102.9,91.99
2025-08-05,Delhi,102.92,92.01
2025-08-06,Delhi,102.93,92.02
2025-08-07,Delhi,102.95,92.03
2025-08-08,Delhi,102.96,92.04
2025-08-09,Delhi,102.98,92.06
2025-08-10,Delhi,102.98,92.06
2025-08-11,Delhi,103.0,92.08
2025-08-12,Delhi,103.03,92.1
2025-08-13,Delhi,103.05,92.12
2025-08-14,Delhi,103.07,92.14
2025-08-15,Delhi,103.08,92.15
2025-08-16,Delhi,103.08,92.15
2025-08-17,Delhi,103.1,92.17
2025-08-18,Delhi,103.11,92.18
2025-08-19,Delhi,103.13,92.19
2025-08-20,Delhi,103.15,92.21
2025-08-21,Delhi,103.16,92.22
2025-08-22,Delhi,103.18,92.24
2025-08-23,Delhi,103.2,92.26
2025-08-24,Delhi,103.2,92.26
2025-08-25,Delhi,103.22,92.28
2025-08-26,Delhi,103.23,92.29
2025-08-27,Delhi,103.25,92.31
2025-08-28,Delhi,103.26,92.32
2025-08-29,Delhi,103.28,92.33
2025-08-30,Delhi,103.29,92.35
2025-08-31,Delhi,103.29,92.34
2025-09-01,Delhi,103.28,92.34
2025-09-02,Delhi,103.3,92.35
2025-09-03,Delhi,103.31,92.36
2025-09-04,Delhi,103.33,92.38
2025-09-05,Delhi,103.35,92.39
2025-09-06,Delhi,103.35,92.4
2025-09-07,Delhi,103.36,92.41
2025-09-08,Delhi,103.37,92.42
2025-09-09,Delhi,103.38,92.43
2025-09-10,Delhi,103.39,92.44
2025-09-11,Delhi,103.41,92.45
2025-09-12,Delhi,103.41,92.45
2025-09-13,Delhi,103.41,92.46
2025-09-14,Delhi,103.41,92.46
2025-09-15,Delhi,103.44,92.48
2025-09-16,Delhi,103.45,92.49
2025-09-17,Delhi,103.45,92.49
2025-09-18,Delhi,103.46,92.5
2025-09-19,Delhi,103.46,92.5
2025-09-20,Delhi,103.47,92.51
2025-09-21,Delhi,103.49,92.53
2025-09-22,Delhi,103.51,92.54
2025-09-23,Delhi,103.52,92.56
2025-09-24,Delhi,103.53,92.56
2025-09-25,Delhi,103.54,92.58
2025-09-26,Delhi,103.56,92.6
2025-09-27,Delhi,103.58,92.61
2025-09-28,Delhi,103.59,92.62
2025-09-29,Delhi,103.59,92.62
2025-09-30,Delhi,103.61,92.64
2025-10-01,Delhi,103.62,92.65
2025-10-02,Delhi,103.64,92.67
2025-10-03,Delhi,103.64,92.66
2025-10-04,Delhi,103.65,92.67
2025-10-05,Delhi,103.66,92.69
2025-10-06,Delhi,103.68,92.7
2025-10-07,Delhi,103.68,92.71
2025-10-08,Delhi,103.7,92.72
2025-10-09,Delhi,103.72,92.74
2025-10-10,Delhi,103.73,92.75
2025-10-11,Delhi,103.74,92.76
2025-10-12,Delhi,103.75,92.77
2025-10-13,Delhi,103.76,92.78
2025-10-14,Delhi,103.77,92.79
2025-10-15,Delhi,103.78,92.8
2025-10-16,Delhi,103.78,92.79
2025-10-17,Delhi,103.8,92.82
2025-10-18,Delhi,103.8,92.82
2025-10-19,Delhi,103.81,92.83
2025-10-20,Delhi,103.82,92.83
2025-10-21,Delhi,103.83,92.84
2025-10-22,Delhi,103.83,92.84
2025-10-23,Delhi,103.85,92.86
2025-10-24,Delhi,103.85,92.86
2025-10-25,Delhi,103.85,92.86
2025-10-26,Delhi,103.87,92.88
2025-10-27,Delhi,103.89,92.9
2025-10-28,Delhi,103.91,92.91
2025-10-29,Delhi,103.92,92.93
2025-10-30,Delhi,103.93,92.93
2025-10-31,Delhi,103.94,92.94
2025-11-01,Delhi,103.95,92.96
2025-11-02,Delhi,103.96,92.96
2025-11-03,Delhi,103.98,92.98
2025-11-04,Delhi,103.99,92.99
2025-11-05,Delhi,104.01,93.01
2025-11-06,Delhi,104.02,93.01
2025-11-07,Delhi,104.03,93.02
2025-11-08,Delhi,104.04,93.04
2025-11-09,Delhi,104.06,93.05
2025-11-10,Delhi,104.07,93.06
2025-11-11,Delhi,104.08,93.07
2025-11-12,Delhi,104.08,93.08
2025-11-13,Delhi,104.1,93.09
2025-11-14,Delhi,104.1,93.09
2025-11-15,Delhi,104.12,93.1
2025-11-16,Delhi,104.13,93.12
2025-11-17,Delhi,104.14,93.13
2025-11-18,Delhi,104.15,93.14
2025-11-19,Delhi,104.17,93.15
2025-11-20,Delhi,104.18,93.16
2025-11-21,Delhi,104.21,93.19
2025-11-22,Delhi,104.22,93.2
2025-11-23,Delhi,104.22,93.2
2025-11-24,Delhi,104.24,93.22
2025-11-25,Delhi,104.25,93.23
2025-11-26,Delhi,104.26,93.24
2025-11-27,Delhi,104.27,93.25
2025-11-28,Delhi,104.28,93.26
2025-11-29,Delhi,104.3,93.27
2025-11-30,Delhi,104.31,93.29
2025-12-01,Delhi,104.33,93.3
2025-12-02,Delhi,104.34,93.31
2025-12-03,Delhi,104.34,93.31
2025-12-04,Delhi,104.35,93.32
2025-12-05,Delhi,104.36,93.33
2025-12-06,Delhi,104.38,93.35
2025-12-07,Delhi,104.41,93.37
2025-12-08,Delhi,104.41,93.37
2025-12-09,Delhi,104.42,93.39
2025-12-10,Delhi,104.43,93.4
2025-12-11,Delhi,104.44,93.4
2025-12-12,Delhi,104.46,93.42
2025-12-13,Delhi,104.47,93.43
2025-12-14,Delhi,104.48,93.44
2025-12-15,Delhi,104.49,93.44
2025-12-16,Delhi,104.5,93.46
2025-12-17,Delhi,104.52,93.48
2025-12-18,Delhi,104.55,93.5
2025-12-19,Delhi,104.55,93.51
2025-12-20,Delhi,104.56,93.51
2025-12-21,Delhi,104.57,93.52
2025-12-22,Delhi,104.58,93.53
2025-12-23,Delhi,104.6,93.55
2025-12-24,Delhi,104.6,93.55
2025-12-25,Delhi,104.62,93.56
2025-12-26,Delhi,104.62,93.57
2025-12-27,Delhi,104.63,93.57
2025-12-28,Delhi,104.64,93.59
2025-12-29,Delhi,104.67,93.61
2025-12-30,Delhi,104.67,93.62
2025-12-31,Delhi,104.69,93.63
2026-01-01,Delhi,104.69,93.63
2026-01-02,Delhi,104.69,93.63
2026-01-03,Delhi,104.69,93.64
2026-01-04,Delhi,104.7,93.65
2026-01-05,Delhi,104.72,93.66
2026-01-06,Delhi,104.74,93.68
2026-01-07,Delhi,104.74,93.68
2026-01-08,Delhi,104.75,93.69
2026-01-09,Delhi,104.76,93.69
2026-01-10,Delhi,104.78,93.72
2026-01-11,Delhi,104.8,93.73
2026-01-12,Delhi,104.81,93.74
2026-01-13,Delhi,104.82,93.76
2026-01-14,Delhi,104.84,93.77
2026-01-15,Delhi,104.85,93.78
2026-01-16,Delhi,104.86,93.78
2026-01-17,Delhi,104.87,93.8
2026-01-18,Delhi,104.89,93.81
2026-01-19,Delhi,104.91,93.83
2026-01-20,Delhi,104.92,93.84
2026-01-21,Delhi,104.94,93.86
2026-01-22,Delhi,104.94,93.86
2026-01-23,Delhi,104.98,93.9
2026-01-24,Delhi,104.99,93.91
2026-01-25,Delhi,105.0,93.92
2026-01-26,Delhi,105.02,93.93
2026-01-27,Delhi,105.04,93.95
2026-01-28,Delhi,105.05,93.96
2026-01-29,Delhi,105.05,93.96
2026-01-30,Delhi,105.05,93.96
2026-01-31,Delhi,105.05,93.97
2026-02-01,Delhi,105.06,93.97
2026-02-02,Delhi,105.07,93.98
2026-02-03,Delhi,105.09,94.0
2026-02-04,Delhi,105.11,94.02
2026-02-05,Delhi,105.12,94.03
2026-02-06,Delhi,105.14,94.04
2026-02-07,Delhi,105.16,94.06
2026-02-08,Delhi,105.18,94.08
2026-02-09,Delhi,105.19,94.09
2026-02-10,Delhi,105.2,94.1
2026-02-11,Delhi,105.21,94.11
2026-02-12,Delhi,105.24,94.14
2026-02-13,Delhi,105.25,94.14
2026-02-14,Delhi,105.27,94.17
2026-02-15,Delhi,105.3,94.19
2026-02-16,Delhi,105.31,94.2
2026-02-17,Delhi,105.31,94.2
2026-02-18,Delhi,105.32,94.21
2026-02-19,Delhi,105.33,94.22
2026-02-20,Delhi,105.34,94.23
2026-02-21,Delhi,105.34,94.23
2026-02-22,Delhi,105.37,94.26
2026-02-23,Delhi,105.4,94.29
2026-02-24,Delhi,105.41,94.29
2026-02-25,Delhi,105.41,94.29
2026-02-26,Delhi,105.42,94.3
2026-02-27,Delhi,105.44,94.32
2026-02-28,Delhi,105.46,94.34
2026-03-01,Delhi,105.48,94.35
2026-03-02,Delhi,105.49,94.37
2026-03-03,Delhi,105.49,94.36
2026-03-04,Delhi,105.5,94.38
2026-03-05,Delhi,105.52,94.4
2026-03-06,Delhi,105.53,94.4
2026-03-07,Delhi,105.55,94.42
2026-03-08,Delhi,105.56,94.43
2026-03-09,Delhi,105.57,94.44
2026-03-10,Delhi,105.57,94.44
2026-03-11,Delhi,105.59,94.46
2026-03-12,Delhi,105.59,94.46
2026-03-13,Delhi,105.61,94.48
2026-03-14,Delhi,105.62,94.49
2026-03-15,Delhi,105.64,94.5
2026-03-16,Delhi,105.64,94.51
2026-03-17,Delhi,105.66,94.52
2026-03-18,Delhi,105.67,94.53
2026-03-19,Delhi,105.68,94.55
2026-03-20,Delhi,105.69,94.55
2026-03-21,Delhi,105.69,94.55
2026-03-22,Delhi,105.7,94.56
2026-03-23,Delhi,105.71,94.57
2026-03-24,Delhi,105.71,94.57
2026-03-25,Delhi,105.72,94.58
2026-03-26,Delhi,105.72,94.58
2026-03-27,Delhi,105.73,94.59
2026-03-28,Delhi,105.74,94.6
2026-03-29,Delhi,105.76,94.61
2026-03-30,Delhi,105.79,94.64
2026-03-31,Delhi,105.8,94.65
2026-04-01,Delhi,105.82,94.67
2026-04-02,Delhi,105.83,94.68
2026-04-03,Delhi,105.84,94.69
2026-04-04,Delhi,105.85,94.7
2026-04-05,Delhi,105.87,94.72
2026-04-06,Delhi,105.89,94.74
2026-04-07,Delhi,105.88,94.73
2026-04-08,Delhi,105.89,94.74
2026-04-09,Delhi,105.9,94.75
2026-04-10,Delhi,105.91,94.75
2026-04-11,Delhi,105.93,94.77
2026-04-12,Delhi,105.94,94.78
2026-04-13,Delhi,105.96,94.8
2026-04-14,Delhi,105.97,94.81
2026-04-15,Delhi,105.98,94.82
2026-04-16,Delhi,106.0,94.83
2026-04-17,Delhi,106.0,94.84
2026-04-18,Delhi,106.01,94.85
2026-04-19,Delhi,106.02,94.85
2026-04-20,Delhi,106.02,94.86
2026-04-21,Delhi,106.04,94.87
2026-04-22,Delhi,106.06,94.89
2026-04-23,Delhi,106.06,94.89
2026-04-24,Delhi,106.06,94.9
2026-04-25,Delhi,106.1,94.93
2026-04-26,Delhi,106.1,94.93
2026-04-27,Delhi,106.11,94.94
2026-04-28,Delhi,106.13,94.95
2026-04-29,Delhi,106.13,94.96
2026-04-30,Delhi,106.14,94.97
2026-05-01,Delhi,106.16,94.98
2026-05-02,Delhi,106.18,95.0
2026-05-03,Delhi,106.19,95.01
2026-05-04,Delhi,106.21,95.03
2026-05-05,Delhi,106.23,95.04
2026-05-06,Delhi,106.24,95.05
2026-05-07,Delhi,106.25,95.06
2026-05-08,Delhi,106.26,95.07
2026-05-09,Delhi,106.27,95.09
2026-05-10,Delhi,106.29,95.1
2026-05-11,Delhi,106.3,95.11
2026-05-12,Delhi,106.31,95.12
2026-05-13,Delhi,106.32,95.13
2026-05-14,Delhi,106.33,95.14
2026-05-15,Delhi,106.34,95.15
2026-05-16,Delhi,106.36,95.16
2026-05-17,Delhi,106.37,95.18
2026-05-18,Delhi,106.39,95.2
2026-05-19,Delhi,106.42,95.22
2026-05-20,Delhi,106.43,95.23
2026-05-21,Delhi,106.44,95.24
2026-05-22,Delhi,106.44,95.24
2026-05-23,Delhi,106.46,95.26
2026-05-24,Delhi,106.48,95.27
2026-05-25,Delhi,106.5,95.3
2026-05-26,Delhi,106.5,95.3
2026-05-27,Delhi,106.52,95.32
2026-05-28,Delhi,106.54,95.34
2026-05-29,Delhi,106.57,95.36
2026-05-30,Delhi,106.59,95.38
2026-05-31,Delhi,106.6,95.39
2026-06-01,Delhi,106.6,95.39
2026-06-02,Delhi,106.61,95.39
2026-06-03,Delhi,106.61,95.4
2026-06-04,Delhi,106.62,95.4
2026-06-05,Delhi,106.62,95.41
2026-06-06,Delhi,106.62,95.41
2026-06-07,Delhi,106.63,95.42
2026-06-08,Delhi,106.65,95.43
2026-06-09,Delhi,106.67,95.45
2026-06-10,Delhi,106.68,95.46
2026-06-11,Delhi,106.7,95.48
2026-06-12,Delhi,106.72,95.5
2026-06-13,Delhi,106.72,95.5
2026-06-14,Delhi,106.73,95.51
2026-06-15,Delhi,106.74,95.51
2026-06-16,Delhi,106.74,95.52
2026-06-17,Delhi,106.75,95.53
2026-06-18,Delhi,106.77,95.54
2026-06-19,Delhi,106.79,95.56
2026-06-20,Delhi,106.82,95.59
2026-06-21,Delhi,106.83,95.6
2026-06-22,Delhi,106.84,95.61
2026-06-23,Delhi,106.85,95.62
2026-06-24,Delhi,106.87,95.63
2026-06-25,Delhi,106.88,95.65
2026-06-26,Delhi,106.89,95.65
2026-06-27,Delhi,106.91,95.67
2026-06-28,Delhi,106.92,95.68
2026-06-29,Delhi,106.94,95.7
2026-06-30,Delhi,106.96,95.72
2021-01-01,Mumbai,87.41,80.38
2021-01-02,Mumbai,87.42,80.39
2021-01-03,Mumbai,87.43,80.4
2021-01-04,Mumbai,87.45,80.42
2021-01-05,Mumbai,87.45,80.42
2021-01-06,Mumbai,87.47,80.44
2021-01-07,Mumbai,87.48,80.45
2021-01-08,Mumbai,87.48,80.45
2021-01-09,Mumbai,87.5,80.47
2021-01-10,Mumbai,87.52,80.48
2021-01-11,Mumbai,87.53,80.49
2021-01-12,Mumbai,87.54,80.5
2021-01-13,Mumbai,87.55,80.52
2021-01-14,Mumbai,87.57,80.53
2021-01-15,Mumbai,87.58,80.54
2021-01-16,Mumbai,87.58,80.54
2021-01-17,Mumbai,87.6,80.55
2021-01-18,Mumbai,87.61,80.57
2021-01-19,Mumbai,87.62,80.58
2021-01-20,Mumbai,87.63,80.58
2021-01-21,Mumbai,87.65,80.61
2021-01-22,Mumbai,87.67,80.62
2021-01-23,Mumbai,87.68,80.63
2021-01-24,Mumbai,87.7,80.65
2021-01-25,Mumbai,87.72,80.66
2021-01-26,Mumbai,87.72,80.67
2021-01-27,Mumbai,87.73,80.68
2021-01-28,Mumbai,87.72,80.67
2021-01-29,Mumbai,87.75,80.69
2021-01-30,Mumbai,87.76,80.7
2021-01-31,Mumbai,87.76,80.71
2021-02-01,Mumbai,87.78,80.73
2021-02-02,Mumbai,87.78,80.73
2021-02-03,Mumbai,87.8,80.74
2021-02-04,Mumbai,87.8,80.74
2021-02-05,Mumbai,87.81,80.75
2021-02-06,Mumbai,87.81,80.75
2021-02-07,Mumbai,87.83,80.77
2021-02-08,Mumbai,87.86,80.8
2021-02-09,Mumbai,87.87,80.81
2021-02-10,Mumbai,87.89,80.82
2021-02-11,Mumbai,87.9,80.84
2021-02-12,Mumbai,87.92,80.85
2021-02-13,Mumbai,87.93,80.86
2021-02-14,Mumbai,87.93,80.86
2021-02-15,Mumbai,87.93,80.86
2021-02-16,Mumbai,87.94,80.87
2021-02-17,Mumbai,87.97,80.9
2021-02-18,Mumbai,87.99,80.91
2021-02-19,Mumbai,88.0,80.92
2021-02-20,Mumbai,88.02,80.95
2021-02-21,Mumbai,88.04,80.96
2021-02-22,Mumbai,88.05,80.97
2021-02-23,Mumbai,88.07,80.99
2021-02-24,Mumbai,88.08,81.0
2021-02-25,Mumbai,88.09,81.01
2021-02-26,Mumbai,88.09,81.01
2021-02-27,Mumbai,88.11,81.02
2021-02-28,Mumbai,88.12,81.04
2021-03-01,Mumbai,88.14,81.06
2021-03-02,Mumbai,88.15,81.07
2021-03-03,Mumbai,88.15,81.06
2021-03-04,Mumbai,88.16,81.08
2021-03-05,Mumbai,88.19,81.1
2021-03-06,Mumbai,88.2,81.11
2021-03-07,Mumbai,88.2,81.11
2021-03-08,Mumbai,88.21,81.12
2021-03-09,Mumbai,88.21,81.12
2021-03-10,Mumbai,88.22,81.13
2021-03-11,Mumbai,88.23,81.14
2021-03-12,Mumbai,88.25,81.16
2021-03-13,Mumbai,88.26,81.17
2021-03-14,Mumbai,88.28,81.18
2021-03-15,Mumbai,88.3,81.2
2021-03-16,Mumbai,88.33,81.22
2021-03-17,Mumbai,88.34,81.24
2021-03-18,Mumbai,88.35,81.25
2021-03-19,Mumbai,88.37,81.27
2021-03-20,Mumbai,88.38,81.28
2021-03-21,Mumbai,88.38,81.28
2021-03-22,Mumbai,88.4,81.29
2021-03-23,Mumbai,88.42,81.31
2021-03-24,Mumbai,88.44,81.33
2021-03-25,Mumbai,88.44,81.33
2021-03-26,Mumbai,88.45,81.34
2021-03-27,Mumbai,88.46,81.35
2021-03-28,Mumbai,88.47,81.36
2021-03-29,Mumbai,88.49,81.38
2021-03-30,Mumbai,88.52,81.4
2021-03-31,Mumbai,88.54,81.42
2021-04-01,Mumbai,88.55,81.43
2021-04-02,Mumbai,88.57,81.45
2021-04-03,Mumbai,88.59,81.46
2021-04-04,Mumbai,88.6,81.47
2021-04-05,Mumbai,88.61,81.48
2021-04-06,Mumbai,88.62,81.49
2021-04-07,Mumbai,88.65,81.52
2021-04-08,Mumbai,88.67,81.54
2021-04-09,Mumbai,88.68,81.55
2021-04-10,Mumbai,88.69,81.56
2021-04-11,Mumbai,88.69,81.56
2021-04-12,Mumbai,88.71,81.58
2021-04-13,Mumbai,88.73,81.59
2021-04-14,Mumbai,88.73,81.59
2021-04-15,Mumbai,88.74,81.61
2021-04-16,Mumbai,88.75,81.62
2021-04-17,Mumbai,88.78,81.64
2021-04-18,Mumbai,88.79,81.65
2021-04-19,Mumbai,88.82,81.67
2021-04-20,Mumbai,88.83,81.68
2021-04-21,Mumbai,88.84,81.69
2021-04-22,Mumbai,88.85,81.71
2021-04-23,Mumbai,88.87,81.73
2021-04-24,Mumbai,88.89,81.74
2021-04-25,Mumbai,88.89,81.75
2021-04-26,Mumbai,88.91,81.76
2021-04-27,Mumbai,88.92,81.77
2021-04-28,Mumbai,88.93,81.78
2021-04-29,Mumbai,88.94,81.79
2021-04-30,Mumbai,88.96,81.81
2021-05-01,Mumbai,88.97,81.82
2021-05-02,Mumbai,88.98,81.83
2021-05-03,Mumbai,89.0,81.84
2021-05-04,Mumbai,89.01,81.86
2021-05-05,Mumbai,89.03,81.87
2021-05-06,Mumbai,89.04,81.88
2021-05-07,Mumbai,89.06,81.9
2021-05-08,Mumbai,89.08,81.91
2021-05-09,Mumbai,89.1,81.93
2021-05-10,Mumbai,89.11,81.95
2021-05-11,Mumbai,89.12,81.95
2021-05-12,Mumbai,89.13,81.96
2021-05-13,Mumbai,89.14,81.97
2021-05-14,Mumbai,89.15,81.98
2021-05-15,Mumbai,89.16,81.99
2021-05-16,Mumbai,89.16,81.99
2021-05-17,Mumbai,89.17,82.0
2021-05-18,Mumbai,89.17,82.0
2021-05-19,Mumbai,89.17,82.0
2021-05-20,Mumbai,89.19,82.02
2021-05-21,Mumbai,89.2,82.02
2021-05-22,Mumbai,89.21,82.04
2021-05-23,Mumbai,89.22,82.05
2021-05-24,Mumbai,89.23,82.05
2021-05-25,Mumbai,89.23,82.06
2021-05-26,Mumbai,89.24,82.06
2021-05-27,Mumbai,89.25,82.07
2021-05-28,Mumbai,89.26,82.08
2021-05-29,Mumbai,89.27,82.09
2021-05-30,Mumbai,89.27,82.09
2021-05-31,Mumbai,89.28,82.1
2021-06-01,Mumbai,89.28,82.1
2021-06-02,Mumbai,89.29,82.11
2021-06-03,Mumbai,89.31,82.13
2021-06-04,Mumbai,89.33,82.15
2021-06-05,Mumbai,89.36,82.17
2021-06-06,Mumbai,89.36,82.17
2021-06-07,Mumbai,89.38,82.19
2021-06-08,Mumbai,89.4,82.21
2021-06-09,Mumbai,89.42,82.23
2021-06-10,Mumbai,89.43,82.24
2021-06-11,Mumbai,89.44,82.25
2021-06-12,Mumbai,89.47,82.28
2021-06-13,Mumbai,89.47,82.28
2021-06-14,Mumbai,89.49,82.29
2021-06-15,Mumbai,89.51,82.31
2021-06-16,Mumbai,89.52,82.32
2021-06-17,Mumbai,89.53,82.33
2021-06-18,Mumbai,89.54,82.34
2021-06-19,Mumbai,89.55,82.35
2021-06-20,Mumbai,89.55,82.35
2021-06-21,Mumbai,89.57,82.37
2021-06-22,Mumbai,89.58,82.38
2021-06-23,Mumbai,89.6,82.39
2021-06-24,Mumbai,89.61,82.4
2021-06-25,Mumbai,89.62,82.41
2021-06-26,Mumbai,89.64,82.43
2021-06-27,Mumbai,89.65,82.45
2021-06-28,Mumbai,89.66,82.45
2021-06-29,Mumbai,89.68,82.46
2021-06-30,Mumbai,89.69,82.47
2021-07-01,Mumbai,89.7,82.49
2021-07-02,Mumbai,89.72,82.5
2021-07-03,Mumbai,89.74,82.52
2021-07-04,Mumbai,89.75,82.53
2021-07-05,Mumbai,89.75,82.53
2021-07-06,Mumbai,89.75,82.54
2021-07-07,Mumbai,89.77,82.55
2021-07-08,Mumbai,89.78,82.56
2021-07-09,Mumbai,89.8,82.58
2021-07-10,Mumbai,89.82,82.6
2021-07-11,Mumbai,89.83,82.6
2021-07-12,Mumbai,89.85,82.62
2021-07-13,Mumbai,89.85,82.63
2021-07-14,Mumbai,89.85,82.63
2021-07-15,Mumbai,89.88,82.65
2021-07-16,Mumbai,89.88,82.65
2021-07-17,Mumbai,89.9,82.67
2021-07-18,Mumbai,89.92,82.69
2021-07-19,Mumbai,89.93,82.7
2021-07-20,Mumbai,89.93,82.7
2021-07-21,Mumbai,89.95,82.72
2021-07-22,Mumbai,89.95,82.72
2021-07-23,Mumbai,89.96,82.72
2021-07-24,Mumbai,89.97,82.73
2021-07-25,Mumbai,89.99,82.75
2021-07-26,Mumbai,90.0,82.76
2021-07-27,Mumbai,90.02,82.78
2021-07-28,Mumbai,90.03,82.79
2021-07-29,Mumbai,90.04,82.8
2021-07-30,Mumbai,90.05,82.81
2021-07-31,Mumbai,90.06,82.82
2021-08-01,Mumbai,90.07,82.83
2021-08-02,Mumbai,90.08,82.84
2021-08-03,Mumbai,90.1,82.86
2021-08-04,Mumbai,90.11,82.86
2021-08-05,Mumbai,90.12,82.87
2021-08-06,Mumbai,90.13,82.88
2021-08-07,Mumbai,90.14,82.89
2021-08-08,Mumbai,90.16,82.91
2021-08-09,Mumbai,90.18,82.92
2021-08-10,Mumbai,90.2,82.95
2021-08-11,Mumbai,90.21,82.96
2021-08-12,Mumbai,90.22,82.97
2021-08-13,Mumbai,90.23,82.97
2021-08-14,Mumbai,90.24,82.99
2021-08-15,Mumbai,90.26,83.0
2021-08-16,Mumbai,90.27,83.01
2021-08-17,Mumbai,90.28,83.02
2021-08-18,Mumbai,90.3,83.04
2021-08-19,Mumbai,90.31,83.05
2021-08-20,Mumbai,90.32,83.06
2021-08-21,Mumbai,90.34,83.07
2021-08-22,Mumbai,90.35,83.09
2021-08-23,Mumbai,90.37,83.1
2021-08-24,Mumbai,90.39,83.12
2021-08-25,Mumbai,90.41,83.14
2021-08-26,Mumbai,90.42,83.15
2021-08-27,Mumbai,90.43,83.16
2021-08-28,Mumbai,90.45,83.17
2021-08-29,Mumbai,90.46,83.18
2021-08-30,Mumbai,90.46,83.18
2021-08-31,Mumbai,90.48,83.2
2021-09-01,Mumbai,90.49,83.22
2021-09-02,Mumbai,90.51,83.23
2021-09-03,Mumbai,90.52,83.24
2021-09-04,Mumbai,90.54,83.26
2021-09-05,Mumbai,90.55,83.27
2021-09-06,Mumbai,90.56,83.28
2021-09-07,Mumbai,90.56,83.28
2021-09-08,Mumbai,90.57,83.29
2021-09-09,Mumbai,90.58,83.3
2021-09-10,Mumbai,90.6,83.31
2021-09-11,Mumbai,90.61,83.33
