listing_date,model_name,city,mileage_kmpl,age_years,kms_driven,owner,price_inr_thousands,fuel_pct_change_1yr
2022-08-17,Bajaj Platina,Mumbai,62,5.8,23856,2nd Owner,30.2,10.99
2023-03-05,Hero HF Deluxe,Delhi,68,3.0,20594,1st Owner,38.2,0.47
2022-04-11,Hero Splendor Plus,Delhi,65,4.9,36634,1st Owner,33.5,7.65
2022-04-29,Hero HF Deluxe,Mumbai,68,1.3,7939,2nd Owner,51.6,8.0
2023-04-10,Bajaj Platina,Bengaluru,62,1.9,9563,2nd Owner,51.4,-1.2
2025-10-09,Honda Activa 6G,Mumbai,55,4.6,22812,2nd Owner,36.6,4.49
2022-06-02,Suzuki Access 125,Bengaluru,50,2.6,15541,2nd Owner,51.1,9.75
2024-09-05,Hero HF Deluxe,Bengaluru,68,1.3,9689,2nd Owner,49.8,4.99
2024-02-03,Royal Enfield Classic 350,Mumbai,35,3.3,13762,1st Owner,119.8,9.41
2024-05-30,Royal Enfield Classic 350,Bengaluru,35,4.8,22706,1st Owner,92.5,9.65
2025-10-11,Suzuki Access 125,Mumbai,50,7.0,44993,2nd Owner,23.9,4.5
2023-03-16,Honda Activa 6G,Delhi,55,5.4,46291,2nd Owner,27.2,-0.02
2026-02-12,Hero HF Deluxe,Mumbai,68,3.9,31661,1st Owner,34.8,4.26
2025-09-25,Suzuki Access 125,Delhi,50,7.4,59478,1st Owner,24.0,4.73
2023-03-14,TVS Jupiter,Bengaluru,52,4.2,26571,2nd Owner,36.8,0.06
2025-07-22,TVS Jupiter,Mumbai,52,1.9,12299,2nd Owner,53.3,4.55
2023-12-01,Bajaj Platina,Mumbai,62,1.0,4099,1st Owner,63.8,5.35
2025-08-04,Bajaj Pulsar 150,Mumbai,45,3.1,21595,1st Owner,65.2,4.52
2024-04-03,Suzuki Access 125,Delhi,50,8.0,67309,1st Owner,21.0,10.11
2024-03-21,Hero HF Deluxe,Delhi,68,4.6,36108,2nd Owner,27.5,10.09
2024-10-14,Royal Enfield Classic 350,Mumbai,35,4.8,28861,1st Owner,92.7,4.76
2026-05-14,Hero Splendor Plus,Delhi,65,4.0,16980,2nd Owner,40.6,4.42
2025-12-20,Honda Activa 6G,Bengaluru,55,4.0,25424,1st Owner,45.1,4.51
2023-07-17,TVS Jupiter,Mumbai,52,0.7,4951,2nd Owner,61.9,-5.27
2025-05-30,Bajaj Pulsar 150,Delhi,45,7.6,55223,3rd Owner,26.2,4.86
2023-08-10,TVS Jupiter,Mumbai,52,5.4,40944,2nd Owner,28.9,-0.91
2026-06-30,Hero Splendor Plus,Mumbai,65,1.7,9353,2nd Owner,55.6,4.12
2024-03-27,Hero Splendor Plus,Mumbai,65,4.9,31698,1st Owner,36.5,9.47
2023-04-16,Hero Splendor Plus,Bengaluru,65,2.6,19089,2nd Owner,42.9,-1.47
2023-01-04,Suzuki Access 125,Delhi,50,7.2,41470,3rd Owner,22.6,0.61
2024-12-13,TVS Jupiter,Mumbai,52,6.3,31351,1st Owner,30.7,4.55
2026-05-01,TVS Jupiter,Mumbai,52,2.4,18838,1st Owner,53.5,4.22
2026-06-16,Bajaj Pulsar 150,Bengaluru,45,4.1,31343,2nd Owner,52.5,4.24
2024-12-18,Bajaj Pulsar 150,Bengaluru,45,3.3,13983,1st Owner,64.7,4.63
2025-05-22,TVS Jupiter,Mumbai,52,3.2,21750,1st Owner,46.8,4.59
2024-08-03,Yamaha FZ-S,Bengaluru,42,6.5,56007,1st Owner,35.4,5.08
2026-01-30,Hero HF Deluxe,Bengaluru,68,1.2,5057,1st Owner,54.1,4.39
2025-03-23,Royal Enfield Classic 350,Mumbai,35,1.9,14098,2nd Owner,137.4,4.71
2025-05-28,Hero HF Deluxe,Bengaluru,68,3.7,18293,1st Owner,36.8,4.67
2025-08-15,Bajaj Platina,Mumbai,62,2.2,19077,1st Owner,48.3,4.54
2024-07-14,Suzuki Access 125,Mumbai,50,5.6,41709,1st Owner,32.0,9.4
2023-02-27,Bajaj Pulsar 150,Delhi,45,6.5,36546,1st Owner,40.0,0.64
2022-03-09,KTM Duke 200,Mumbai,32,5.6,48450,2nd Owner,66.8,5.54
2022-04-22,Honda Activa 6G,Delhi,55,7.0,36711,1st Owner,28.9,8.2
2025-12-20,Royal Enfield Classic 350,Bengaluru,35,1.2,6414,1st Owner,169.1,4.51
2022-07-29,Yamaha FZ-S,Bengaluru,42,0.5,4205,1st Owner,109.2,11.77
2023-04-03,Royal Enfield Classic 350,Delhi,35,4.0,26806,1st Owner,105.4,-0.95
2024-07-18,Hero HF Deluxe,Delhi,68,3.9,20648,2nd Owner,33.4,10.0
2022-06-15,Hero HF Deluxe,Bengaluru,68,0.8,6738,1st Owner,59.5,10.37
2022-04-08,Yamaha FZ-S,Mumbai,42,6.3,45118,1st Owner,41.5,7.02
2024-11-28,Bajaj Platina,Delhi,62,2.7,16026,2nd Owner,45.8,4.91
2024-06-12,Hero Splendor Plus,Mumbai,65,1.6,10321,1st Owner,63.6,9.38
2025-04-09,Royal Enfield Classic 350,Mumbai,35,5.4,31626,2nd Owner,76.7,4.62
2024-12-29,Bajaj Platina,Bengaluru,62,0.5,3888,1st Owner,66.2,4.73
2023-06-27,Hero Splendor Plus,Mumbai,65,5.5,30937,2nd Owner,29.9,-4.48
2024-12-02,Suzuki Access 125,Mumbai,50,4.4,17900,1st Owner,46.2,4.6
2026-01-24,Hero Splendor Plus,Delhi,65,1.0,5950,1st Owner,64.9,4.53
2025-06-27,Bajaj Platina,Mumbai,62,3.3,18522,1st Owner,42.4,4.62
2022-04-15,Yamaha FZ-S,Mumbai,42,1.9,13706,2nd Owner,76.0,7.31
2025-08-13,Royal Enfield Classic 350,Bengaluru,35,2.1,12071,1st Owner,144.6,4.64
2025-09-26,Yamaha FZ-S,Bengaluru,42,4.9,28354,1st Owner,50.7,4.57
2024-05-26,Bajaj Pulsar 150,Mumbai,45,1.0,7534,2nd Owner,90.0,9.42
2023-04-01,Bajaj Pulsar 150,Delhi,45,1.5,10104,1st Owner,88.3,-0.85
2025-12-04,Suzuki Access 125,Bengaluru,50,2.0,17615,1st Owner,58.3,4.51
2025-11-05,Suzuki Access 125,Bengaluru,50,1.1,5656,2nd Owner,64.2,4.5
2024-05-25,Royal Enfield Classic 350,Bengaluru,35,4.0,34340,2nd Owner,89.7,9.65
2022-05-27,Hero HF Deluxe,Mumbai,68,6.2,44268,1st Owner,24.0,9.24
2025-05-16,Royal Enfield Classic 350,Delhi,35,2.8,22696,1st Owner,123.3,4.89
2024-11-28,KTM Duke 200,Delhi,32,7.5,51165,2nd Owner,50.2,4.91
2024-07-23,KTM Duke 200,Mumbai,32,1.1,8848,2nd Owner,153.5,9.4
2024-10-25,KTM Duke 200,Mumbai,32,6.3,28379,1st Owner,75.3,4.77
2023-09-26,TVS Jupiter,Bengaluru,52,3.9,29020,1st Owner,41.7,0.05
2023-09-23,Suzuki Access 125,Bengaluru,50,2.8,20336,1st Owner,52.5,0.0
2023-11-02,Honda Activa 6G,Mumbai,55,6.9,48615,1st Owner,25.0,2.61
2022-04-25,Suzuki Access 125,Bengaluru,50,5.1,36981,3rd Owner,29.8,8.01
2022-06-22,Suzuki Access 125,Bengaluru,50,6.9,33283,2nd Owner,28.0,10.69
2025-11-30,Hero HF Deluxe,Mumbai,68,4.3,25077,1st Owner,34.2,4.44
2022-03-22,Bajaj Pulsar 150,Delhi,45,3.7,28945,1st Owner,58.5,6.69
2024-08-08,Yamaha FZ-S,Bengaluru,42,7.8,56246,1st Owner,31.1,5.06
2022-03-02,Royal Enfield Classic 350,Delhi,35,5.9,47091,1st Owner,69.1,5.64
2025-10-22,Suzuki Access 125,Mumbai,50,3.8,26064,1st Owner,43.5,4.44
2024-08-18,TVS Jupiter,Bengaluru,52,5.4,39016,1st Owner,31.4,5.03
2022-01-30,Bajaj Platina,Mumbai,62,3.3,24838,2nd Owner,36.7,0.0
2022-11-03,Suzuki Access 125,Delhi,50,4.3,21556,1st Owner,43.5,7.84
2023-02-06,Royal Enfield Classic 350,Bengaluru,35,7.0,50763,1st Owner,62.5,0.62
2022-07-22,Royal Enfield Classic 350,Delhi,35,0.9,5570,1st Owner,178.1,12.49
2022-10-10,Royal Enfield Classic 350,Bengaluru,35,2.7,19602,1st Owner,134.7,9.89
2025-03-02,Hero HF Deluxe,Bengaluru,68,5.8,26587,1st Owner,27.2,4.82
2023-08-03,Honda Activa 6G,Bengaluru,55,6.8,33087,2nd Owner,24.6,-5.18
2024-11-15,Hero Splendor Plus,Mumbai,65,0.7,2689,1st Owner,69.3,4.66
2022-09-25,Yamaha FZ-S,Bengaluru,42,2.0,15811,1st Owner,83.7,10.41
2022-04-16,KTM Duke 200,Delhi,32,5.7,49415,1st Owner,71.9,7.89
2023-01-20,KTM Duke 200,Delhi,32,2.2,19575,3rd Owner,107.0,0.61
2025-10-19,TVS Jupiter,Bengaluru,52,3.6,25575,2nd Owner,38.7,4.57
2025-07-25,Hero Splendor Plus,Delhi,65,7.0,39673,2nd Owner,24.3,4.82
2023-03-16,KTM Duke 200,Bengaluru,32,3.2,21883,1st Owner,110.8,-0.02
2023-09-23,Hero HF Deluxe,Delhi,68,0.8,6551,1st Owner,57.1,0.0
2024-06-29,KTM Duke 200,Bengaluru,32,4.5,31302,1st Owner,89.3,9.53
2025-09-24,Hero Splendor Plus,Delhi,65,2.7,21830,2nd Owner,42.8,4.71
2026-05-20,Hero HF Deluxe,Bengaluru,68,4.5,29989,1st Owner,31.7,4.29
2025-01-02,Suzuki Access 125,Delhi,50,5.8,46802,1st Owner,32.3,4.92
2025-05-01,KTM Duke 200,Mumbai,32,6.6,33296,1st Owner,68.2,4.63
2025-04-27,Hero HF Deluxe,Delhi,68,1.5,11378,1st Owner,51.5,4.91
2025-06-10,KTM Duke 200,Mumbai,32,7.6,30438,1st Owner,58.6,4.6
2023-01-11,Bajaj Platina,Mumbai,62,0.7,4430,1st Owner,63.3,0.55
2025-04-25,KTM Duke 200,Mumbai,32,1.1,10157,2nd Owner,145.1,4.62
2022-09-01,Royal Enfield Classic 350,Mumbai,35,0.9,6132,2nd Owner,161.1,10.61
2024-04-23,Honda Activa 6G,Mumbai,55,1.1,6068,1st Owner,73.8,9.42
2025-01-30,Bajaj Pulsar 150,Delhi,45,5.9,24127,2nd Owner,40.6,4.96
2025-01-21,Hero Splendor Plus,Bengaluru,65,7.4,44830,2nd Owner,21.6,4.78
2022-02-14,TVS Jupiter,Delhi,52,4.0,27640,1st Owner,40.2,0.0
2025-07-03,Royal Enfield Classic 350,Bengaluru,35,7.6,44988,2nd Owner,56.0,4.67
2025-06-06,Suzuki Access 125,Delhi,50,1.4,8342,2nd Owner,63.8,4.89
2023-03-21,Royal Enfield Classic 350,Delhi,35,6.6,43608,1st Owner,66.7,-0.31
2026-04-27,Bajaj Pulsar 150,Delhi,45,5.4,37448,3rd Owner,36.2,4.47
2023-12-19,Yamaha FZ-S,Delhi,42,4.3,25258,1st Owner,56.2,10.23
2026-02-22,Royal Enfield Classic 350,Bengaluru,35,1.5,8010,3rd Owner,137.6,4.25
2026-05-27,Yamaha FZ-S,Bengaluru,42,3.1,24789,2nd Owner,64.9,4.29
2023-05-14,KTM Duke 200,Bengaluru,32,7.5,35929,2nd Owner,53.0,-2.71
2026-01-18,KTM Duke 200,Delhi,32,8.0,64572,1st Owner,45.6,4.54
2025-11-12,TVS Jupiter,Mumbai,52,6.1,34435,1st Owner,29.4,4.44
2025-03-24,Hero HF Deluxe,Bengaluru,68,6.1,53706,1st Owner,23.5,4.82
2025-02-23,Honda Activa 6G,Delhi,55,6.1,51628,1st Owner,29.2,5.04
2024-07-03,Honda Activa 6G,Bengaluru,55,3.2,13879,2nd Owner,48.1,9.56
2023-07-05,Honda Activa 6G,Bengaluru,55,6.4,32152,1st Owner,28.8,-4.92
2022-06-28,Bajaj Platina,Delhi,62,6.3,35672,1st Owner,28.6,11.46
2025-11-19,TVS Jupiter,Mumbai,52,7.9,49912,2nd Owner,18.9,4.41
2025-09-11,Yamaha FZ-S,Delhi,42,1.3,5845,2nd Owner,91.1,4.74
2025-01-26,Bajaj Platina,Bengaluru,62,3.3,25615,2nd Owner,37.8,4.75
2022-03-09,Royal Enfield Classic 350,Bengaluru,35,0.7,5587,1st Owner,172.1,5.68
2022-12-22,Suzuki Access 125,Bengaluru,50,3.6,32020,1st Owner,43.7,0.59
2024-07-21,KTM Duke 200,Mumbai,32,5.6,39664,1st Owner,72.7,9.39
2026-05-02,Suzuki Access 125,Bengaluru,50,7.3,51085,3rd Owner,22.2,4.3
2024-04-08,Yamaha FZ-S,Mumbai,42,1.5,8477,1st Owner,87.0,9.47
2025-10-08,Hero HF Deluxe,Mumbai,68,7.8,38382,2nd Owner,18.5,4.5
2025-09-01,Royal Enfield Classic 350,Delhi,35,8.0,70928,2nd Owner,43.6,4.76
2022-09-26,Hero Splendor Plus,Bengaluru,65,3.0,12513,1st Owner,50.4,10.4
2025-05-26,Hero HF Deluxe,Bengaluru,68,0.7,3972,3rd Owner,51.0,4.68
2023-02-27,Royal Enfield Classic 350,Delhi,35,3.5,17250,1st Owner,115.3,0.64
2023-05-24,Yamaha FZ-S,Bengaluru,42,4.0,25996,1st Owner,60.1,-3.14
2023-09-29,Yamaha FZ-S,Bengaluru,42,3.7,21160,1st Owner,65.9,0.11
2024-12-07,Suzuki Access 125,Mumbai,50,4.3,19859,1st Owner,46.4,4.6
2024-10-27,Royal Enfield Classic 350,Delhi,35,2.1,8520,1st Owner,152.1,5.04
2023-04-07,Royal Enfield Classic 350,Delhi,35,5.2,37261,1st Owner,84.4,-1.13
2022-08-14,TVS Jupiter,Bengaluru,52,0.8,6775,1st Owner,66.4,11.34
2022-08-03,Suzuki Access 125,Bengaluru,50,2.5,14228,1st Owner,58.2,11.65
2024-06-05,Suzuki Access 125,Mumbai,50,2.7,11957,1st Owner,58.8,9.4
2022-01-04,Royal Enfield Classic 350,Mumbai,35,2.7,14120,2nd Owner,125.3,0.0
2026-05-23,Royal Enfield Classic 350,Delhi,35,1.3,8275,1st Owner,161.9,4.45
2022-07-04,Bajaj Platina,Delhi,62,4.8,32334,1st Owner,35.2,11.8
2022-05-25,KTM Duke 200,Bengaluru,32,6.9,59658,2nd Owner,49.2,9.36
2023-08-28,Honda Activa 6G,Bengaluru,55,7.8,43473,2nd Owner,22.0,-0.49
2024-07-07,Bajaj Pulsar 150,Mumbai,45,6.7,51218,2nd Owner,31.8,9.37
2026-03-17,TVS Jupiter,Delhi,52,3.5,23719,2nd Owner,39.9,4.4
2022-07-19,KTM Duke 200,Bengaluru,32,6.4,36467,1st Owner,66.6,12.02
2025-11-21,Bajaj Platina,Bengaluru,62,1.4,11845,1st Owner,57.7,4.5
2025-03-07,Hero HF Deluxe,Bengaluru,68,1.6,7922,2nd Owner,47.7,4.82
2024-05-07,TVS Jupiter,Mumbai,52,6.9,43480,3rd Owner,21.1,9.4
2022-02-20,Royal Enfield Classic 350,Delhi,35,3.5,28791,1st Owner,104.0,5.63
2024-07-21,Hero HF Deluxe,Delhi,68,4.2,21429,1st Owner,36.9,10.02
2026-02-17,Suzuki Access 125,Delhi,50,4.9,30720,2nd Owner,37.1,4.42
2025-01-03,Suzuki Access 125,Bengaluru,50,2.2,13040,1st Owner,58.3,4.73
2022-04-22,Hero Splendor Plus,Mumbai,65,5.7,51134,2nd Owner,27.1,7.65
2022-07-10,Bajaj Platina,Mumbai,62,5.6,23710,2nd Owner,30.5,11.34
2024-06-28,Bajaj Platina,Mumbai,62,8.0,34710,1st Owner,22.7,9.31
2025-03-12,Hero Splendor Plus,Bengaluru,65,6.3,44204,3rd Owner,22.1,4.79
2022-04-19,Royal Enfield Classic 350,Bengaluru,35,4.2,33262,2nd Owner,90.9,7.67
2026-06-18,Honda Activa 6G,Delhi,55,4.2,36573,1st Owner,37.2,4.36
2025-11-08,TVS Jupiter,Bengaluru,52,2.0,12482,2nd Owner,50.8,4.5
2025-10-28,Suzuki Access 125,Bengaluru,50,1.0,8634,2nd Owner,67.5,4.52
2022-06-23,Royal Enfield Classic 350,Mumbai,35,1.7,13563,1st Owner,154.8,10.46
2022-02-19,KTM Duke 200,Bengaluru,32,2.5,15640,1st Owner,127.2,5.39
2022-11-16,KTM Duke 200,Delhi,32,1.9,16257,1st Owner,134.9,6.46
2023-06-05,Honda Activa 6G,Bengaluru,55,3.5,24297,2nd Owner,40.3,-3.68
2025-06-09,Suzuki Access 125,Bengaluru,50,1.8,9706,1st Owner,63.4,4.71
2024-03-14,Yamaha FZ-S,Mumbai,42,2.7,12812,3rd Owner,66.1,9.47
2023-01-28,Bajaj Platina,Bengaluru,62,7.4,54908,1st Owner,20.5,0.61
2024-04-12,Hero HF Deluxe,Mumbai,68,7.9,45685,2nd Owner,17.5,9.5
2023-11-20,Royal Enfield Classic 350,Bengaluru,35,4.5,27989,1st Owner,100.9,4.44
2024-05-16,TVS Jupiter,Bengaluru,52,1.8,8335,1st Owner,57.8,9.64
2025-07-25,TVS Jupiter,Mumbai,52,4.4,31003,2nd Owner,34.0,4.54
2022-03-22,Hero Splendor Plus,Delhi,65,5.2,32319,1st Owner,34.2,6.69
2025-05-18,Honda Activa 6G,Bengaluru,55,1.4,11148,2nd Owner,61.8,4.7
2024-01-08,Hero HF Deluxe,Bengaluru,68,5.0,41471,2nd Owner,27.7,9.76
2022-10-27,TVS Jupiter,Delhi,52,0.6,4576,3rd Owner,58.9,8.58
2025-11-16,Suzuki Access 125,Delhi,50,4.9,19482,1st Owner,39.5,4.69
2025-07-29,Royal Enfield Classic 350,Bengaluru,35,2.0,10806,2nd Owner,141.7,4.62
2023-04-03,Bajaj Platina,Delhi,62,4.0,24532,1st Owner,36.2,-0.95
2022-05-18,TVS Jupiter,Delhi,52,5.7,46159,1st Owner,29.4,9.45
2023-10-20,Suzuki Access 125,Mumbai,50,1.4,11513,3rd Owner,57.3,1.37
2022-05-25,Royal Enfield Classic 350,Bengaluru,35,3.0,14466,1st Owner,122.2,9.36
2024-01-16,Hero HF Deluxe,Mumbai,68,7.7,60747,1st Owner,18.7,9.54
2023-08-12,TVS Jupiter,Delhi,52,0.9,4876,1st Owner,69.2,-0.94
2026-04-10,TVS Jupiter,Bengaluru,52,8.0,61559,1st Owner,19.2,4.3
2025-04-25,Hero HF Deluxe,Mumbai,68,3.4,17375,1st Owner,39.0,4.62
2022-11-15,Suzuki Access 125,Bengaluru,50,7.0,42219,3rd Owner,22.4,6.28
2025-04-01,Royal Enfield Classic 350,Mumbai,35,6.6,36702,2nd Owner,65.7,4.67
2022-03-24,Royal Enfield Classic 350,Delhi,35,4.7,22475,1st Owner,94.5,6.8
2025-11-24,KTM Duke 200,Bengaluru,32,4.8,31560,3rd Owner,71.3,4.52
2024-05-03,Suzuki Access 125,Delhi,50,6.6,50534,2nd Owner,26.1,10.03
2025-03-10,Bajaj Platina,Mumbai,62,6.2,54792,1st Owner,25.1,4.69
2024-09-29,Hero Splendor Plus,Bengaluru,65,3.1,14953,1st Owner,48.9,4.91
2026-03-20,Bajaj Platina,Delhi,62,0.7,3497,1st Owner,69.4,4.39
2022-06-13,Hero HF Deluxe,Mumbai,68,1.6,6319,3rd Owner,46.8,10.04
2025-09-13,Yamaha FZ-S,Mumbai,42,6.5,33001,2nd Owner,36.8,4.47
2024-10-07,Bajaj Pulsar 150,Mumbai,45,1.3,11160,2nd Owner,77.8,4.75
2024-04-27,Honda Activa 6G,Delhi,55,4.9,20330,2nd Owner,35.9,10.06
2025-09-04,KTM Duke 200,Bengaluru,32,0.7,5994,2nd Owner,163.2,4.58
2022-10-22,Honda Activa 6G,Mumbai,55,2.4,21483,2nd Owner,49.9,8.51
2024-05-24,Royal Enfield Classic 350,Bengaluru,35,4.6,24660,1st Owner,97.8,9.64
2022-04-27,TVS Jupiter,Delhi,52,0.7,5044,3rd Owner,62.3,8.47
2025-05-13,Yamaha FZ-S,Mumbai,42,6.4,43365,1st Owner,41.4,4.59
2025-11-01,Bajaj Platina,Mumbai,62,0.8,6596,1st Owner,62.8,4.4
2026-02-19,Royal Enfield Classic 350,Delhi,35,4.1,31489,2nd Owner,95.1,4.41
2022-01-10,KTM Duke 200,Mumbai,32,7.6,55005,1st Owner,53.5,0.0
2025-11-15,TVS Jupiter,Delhi,52,4.1,31168,2nd Owner,36.9,4.68
2024-11-04,Honda Activa 6G,Mumbai,55,3.7,31241,2nd Owner,40.3,4.69
2024-07-26,Hero Splendor Plus,Bengaluru,65,7.6,55775,1st Owner,22.5,9.63
2024-01-13,TVS Jupiter,Delhi,52,6.8,51353,1st Owner,25.4,10.21
2024-03-01,TVS Jupiter,Bengaluru,52,1.1,10002,2nd Owner,61.2,9.72
2026-03-11,Suzuki Access 125,Delhi,50,5.7,34953,1st Owner,34.2,4.44
2026-03-04,Hero HF Deluxe,Mumbai,68,5.5,26176,2nd Owner,25.6,4.15
2024-07-14,Royal Enfield Classic 350,Delhi,35,4.0,17124,1st Owner,108.0,10.03
2022-01-06,KTM Duke 200,Mumbai,32,6.9,49333,1st Owner,57.4,0.0
2022-01-26,Honda Activa 6G,Mumbai,55,5.1,35812,2nd Owner,32.7,0.0
2024-08-11,KTM Duke 200,Bengaluru,32,3.7,29384,2nd Owner,97.3,5.06
2023-10-24,Hero HF Deluxe,Mumbai,68,2.0,8355,1st Owner,47.4,1.76
2022-10-22,Suzuki Access 125,Delhi,50,2.7,15362,2nd Owner,51.1,9.1
2025-03-30,Honda Activa 6G,Delhi,55,7.3,55518,1st Owner,22.3,4.99
2024-02-13,Bajaj Platina,Mumbai,62,1.2,8357,1st Owner,64.1,9.41
2022-12-27,Royal Enfield Classic 350,Delhi,35,6.7,32824,2nd Owner,62.5,0.63
2024-05-05,TVS Jupiter,Bengaluru,52,2.6,17267,2nd Owner,46.4,9.61
2022-11-03,TVS Jupiter,Delhi,52,4.8,33369,1st Owner,35.6,7.84
2023-03-09,Hero Splendor Plus,Bengaluru,65,7.2,40797,1st Owner,24.0,0.3
2025-03-27,Suzuki Access 125,Mumbai,50,2.6,17701,1st Owner,58.8,4.7
2024-05-18,Bajaj Platina,Bengaluru,62,6.5,51552,1st Owner,24.0,9.63
2022-05-06,TVS Jupiter,Delhi,52,7.2,38957,3rd Owner,22.5,8.92
2024-07-31,Honda Activa 6G,Delhi,55,3.1,20212,2nd Owner,46.5,10.04
2026-04-27,Bajaj Platina,Mumbai,62,6.1,43430,1st Owner,25.6,4.23
2024-09-15,Hero HF Deluxe,Delhi,68,6.5,52398,1st Owner,21.0,5.15
2024-02-12,Hero HF Deluxe,Bengaluru,68,4.5,27249,1st Owner,33.6,9.64
2024-06-09,Suzuki Access 125,Delhi,50,7.9,48796,2nd Owner,20.7,10.0
2022-09-13,KTM Duke 200,Delhi,32,2.8,15568,1st Owner,118.8,11.13
2023-12-02,Hero HF Deluxe,Delhi,68,6.4,38954,2nd Owner,21.8,5.79
2023-12-11,Bajaj Platina,Mumbai,62,5.7,42804,1st Owner,28.4,5.94
2025-11-17,Yamaha FZ-S,Delhi,42,1.2,5302,1st Owner,97.1,4.68
2025-07-04,Bajaj Platina,Bengaluru,62,1.9,11769,2nd Owner,52.3,4.65
2026-04-17,TVS Jupiter,Bengaluru,52,6.9,37582,1st Owner,27.2,4.33
2025-04-27,TVS Jupiter,Delhi,52,4.4,38302,2nd Owner,34.4,4.91
2024-08-12,Honda Activa 6G,Mumbai,55,5.2,38452,3rd Owner,30.6,4.94
2024-03-29,TVS Jupiter,Delhi,52,2.9,15266,1st Owner,49.4,10.1
2023-03-31,Bajaj Pulsar 150,Mumbai,45,3.8,16007,3rd Owner,55.8,-0.76
2023-10-12,Honda Activa 6G,Mumbai,55,4.2,22198,3rd Owner,33.8,0.71
2024-09-25,KTM Duke 200,Mumbai,32,1.1,6716,1st Owner,155.5,4.83
2022-09-18,Hero Splendor Plus,Mumbai,65,7.1,51552,1st Owner,24.8,10.31
2026-03-02,Yamaha FZ-S,Bengaluru,42,6.2,51924,2nd Owner,34.8,4.25
2025-08-03,Bajaj Platina,Bengaluru,62,0.8,6890,2nd Owner,61.9,4.61
2024-01-06,Suzuki Access 125,Mumbai,50,2.5,17369,1st Owner,54.1,9.55
2023-05-08,TVS Jupiter,Delhi,52,7.2,61553,1st Owner,22.4,-2.59
2023-11-11,KTM Duke 200,Bengaluru,32,6.8,44326,2nd Owner,58.9,3.52
2022-11-17,Royal Enfield Classic 350,Bengaluru,35,6.5,39267,2nd Owner,63.2,6.08
2024-04-05,Bajaj Pulsar 150,Bengaluru,45,6.9,52273,1st Owner,32.7,9.7
2024-07-14,Suzuki Access 125,Bengaluru,50,5.3,38382,3rd Owner,29.9,9.62
2023-01-27,KTM Duke 200,Delhi,32,7.2,64464,1st Owner,50.7,0.64
2023-06-23,Bajaj Platina,Bengaluru,62,2.0,12391,2nd Owner,45.8,-4.43
2026-01-29,Bajaj Platina,Bengaluru,62,3.9,20594,2nd Owner,38.7,4.39
2022-03-15,Honda Activa 6G,Delhi,55,6.2,53645,1st Owner,27.2,6.27
2022-06-20,Royal Enfield Classic 350,Delhi,35,5.0,31233,2nd Owner,79.7,11.06
2022-07-05,Bajaj Platina,Bengaluru,62,4.6,38958,1st Owner,32.9,11.35
2025-09-18,KTM Duke 200,Mumbai,32,7.3,55767,1st Owner,55.0,4.46
2024-02-24,KTM Duke 200,Delhi,32,6.2,33670,1st Owner,73.4,10.08
2022-01-03,Bajaj Platina,Mumbai,62,7.4,51590,2nd Owner,18.5,0.0
2023-01-02,Bajaj Pulsar 150,Bengaluru,45,1.7,8697,1st Owner,83.6,0.55
2025-08-18,TVS Jupiter,Delhi,52,6.5,48493,3rd Owner,21.6,4.79
2025-09-04,Bajaj Platina,Mumbai,62,1.3,9793,2nd Owner,52.4,4.48
2024-03-03,Royal Enfield Classic 350,Bengaluru,35,4.9,37661,2nd Owner,78.1,9.7
2022-01-26,Honda Activa 6G,Bengaluru,55,3.4,23974,1st Owner,43.4,0.0
2024-04-25,Hero Splendor Plus,Bengaluru,65,2.6,19379,2nd Owner,48.3,9.64
2023-05-29,Royal Enfield Classic 350,Delhi,35,2.4,9816,2nd Owner,122.6,-3.53
2023-11-12,Hero Splendor Plus,Bengaluru,65,6.1,29458,1st Owner,30.1,3.63
2026-01-25,Yamaha FZ-S,Delhi,42,4.5,24905,2nd Owner,52.2,4.54
2022-05-27,Honda Activa 6G,Delhi,55,5.4,41930,2nd Owner,30.0,9.9
2026-06-07,Bajaj Pulsar 150,Mumbai,45,6.3,25440,1st Owner,44.0,4.14
2026-06-08,Bajaj Pulsar 150,Delhi,45,3.7,27057,1st Owner,60.7,4.36
2024-11-24,Hero Splendor Plus,Delhi,65,1.7,10928,1st Owner,56.3,4.94
2026-05-09,Hero Splendor Plus,Mumbai,65,0.8,3810,1st Owner,69.3,4.19
2024-05-18,KTM Duke 200,Bengaluru,32,0.9,7030,1st Owner,159.1,9.63
2024-02-04,Bajaj Pulsar 150,Bengaluru,45,5.2,28559,1st Owner,50.0,9.61
2025-02-07,Yamaha FZ-S,Delhi,42,7.3,29716,1st Owner,37.3,5.03
2022-06-24,Suzuki Access 125,Mumbai,50,4.2,32572,1st Owner,40.7,10.5
2024-07-09,Royal Enfield Classic 350,Mumbai,35,7.3,41606,3rd Owner,52.3,9.41
2024-04-14,Hero HF Deluxe,Mumbai,68,1.6,12766,2nd Owner,46.6,9.5
2022-12-15,Honda Activa 6G,Mumbai,55,5.9,42980,2nd Owner,28.7,3.92
2026-04-02,Bajaj Pulsar 150,Mumbai,45,7.0,61697,3rd Owner,26.9,4.21
2026-01-20,Hero Splendor Plus,Mumbai,65,2.6,13339,2nd Owner,49.1,4.27
